fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_category,quality_label,type_white
0.4693877551020409,0.34782608695652173,0.5294117647058824,0.8308605341246292,0.45945945945945943,0.5921052631578947,0.6612244897959184,0.8321775312066677,0.6506024096385543,0.7457627118644068,0.07142857142857162,Medium,0.0,True
0.3877551020408163,0.417391304347826,0.8039215686274509,0.8902077151335313,0.7297297297297297,0.32894736842105265,0.6816326530612246,0.7850208044382896,0.4578313253012052,0.5593220338983051,0.1071428571428572,Medium,0.0,True
0.16326530612244894,0.417391304347826,0.13725490196078433,0.041543026706231466,0.37837837837837834,0.5657894736842105,0.6122448979591838,0.30790568654647643,0.5542168674698797,0.2542372881355932,0.4107142857142856,Medium,0.0,True
0.34693877551020424,0.13913043478260867,0.7058823529411764,0.02373887240356084,0.3648648648648648,0.35526315789473684,0.43673469387755104,0.2357836338418906,0.4578313253012052,0.4915254237288136,0.4642857142857144,Medium,0.0,True
0.3265306122448979,0.33043478260869563,0.7843137254901961,0.6231454005934719,0.5945945945945945,0.5526315789473685,0.6979591836734695,0.6595006934812773,0.4578313253012052,0.7457627118644068,0.1785714285714286,Medium,0.0,True
0.3265306122448979,0.2434782608695652,0.3137254901960784,0.2967359050445104,0.4054054054054054,0.381578947368421,0.4979591836734694,0.38557558945908,0.38554216867469915,0.38983050847457634,0.3571428571428572,Medium,0.0,True
0.6122448979591837,0.3826086956521738,0.5098039215686274,0.05934718100890209,0.37837837837837834,0.2763157894736842,0.48163265306122455,0.31206657420250394,0.156626506024097,0.1694915254237288,0.4642857142857144,Medium,0.0,True
0.6734693877551021,0.2608695652173913,0.6862745098039215,0.029673590504451057,0.527027027027027,0.4342105263157895,0.5877551020408164,0.2968099861303841,0.34939759036144613,0.40677966101694907,0.5,Medium,0.0,True
0.6122448979591837,0.31304347826086953,0.8823529411764706,0.11869436201780417,0.4864864864864864,0.3157894736842105,0.6244897959183674,0.2676837725381489,0.24096385542168708,0.4576271186440678,0.5,Medium,0.0,True
0.6122448979591837,0.4521739130434782,0.4705882352941176,0.43916913946587544,0.527027027027027,0.30263157894736836,0.7591836734693879,0.5339805825242792,0.2048192771084345,0.40677966101694907,0.4464285714285716,Medium,0.0,True
0.7346938775510206,0.2434782608695652,0.5490196078431373,0.029673590504451057,0.45945945945945943,0.23684210526315788,0.4489795918367347,0.3675450762829513,0.24096385542168708,0.40677966101694907,0.3214285714285714,Medium,0.0,True
0.5510204081632655,0.7130434782608694,0.411764705882353,0.08902077151335314,0.8378378378378377,0.15789473684210525,0.07755102040816327,0.4493758668515966,0.6626506024096388,0.6779661016949152,0.6428571428571428,Medium,0.0,False
0.44897959183673475,0.1739130434782608,0.6274509803921569,0.3501483679525223,0.4054054054054054,0.23684210526315788,0.4244897959183674,0.4785020804438318,0.3614457831325306,0.32203389830508466,0.375,Medium,0.0,True
0.3265306122448979,0.3826086956521738,0.5490196078431373,0.05934718100890209,0.5405405405405406,0.15789473684210525,0.5142857142857143,0.4576976421636658,0.6024096385542168,0.44067796610169485,0.1964285714285714,Medium,0.0,True
0.7142857142857142,0.31304347826086953,0.8431372549019607,0.2729970326409496,0.41891891891891886,0.2236842105263158,0.3836734693877551,0.4646324549237164,0.38554216867469915,0.18644067796610175,0.3035714285714286,Medium,0.0,True
0.20408163265306123,0.12173913043478257,0.4313725490196079,0.18397626112759646,0.4864864864864864,0.7236842105263158,0.5918367346938777,0.270457697642172,0.5060240963855427,0.06779661016949151,0.5,Medium,0.0,True
0.44897959183673475,0.6260869565217391,0.7058823529411764,0.4688427299703265,0.527027027027027,0.10526315789473684,0.5755102040816328,0.6934812760055564,0.6265060240963858,0.38983050847457634,0.1964285714285714,Medium,0.0,True
0.24489795918367352,0.2260869565217391,0.49019607843137253,0.07121661721068251,0.32432432432432434,0.5657894736842105,0.5551020408163266,0.16920943134536515,0.6626506024096388,0.4576271186440678,0.7678571428571428,Medium,0.0,True
0.4693877551020409,0.20869565217391306,0.6666666666666666,0.029673590504451057,0.6621621621621622,0.368421052631579,0.35510204081632657,0.4036061026352371,0.27710843373493965,0.2542372881355932,0.1428571428571428,Medium,0.0,True
0.2857142857142856,0.5043478260869564,0.588235294117647,0.24332344213649854,0.35135135135135137,0.4473684210526315,0.4489795918367347,0.249653259362006,0.6144578313253017,0.6610169491525424,0.75,Medium,0.0,True
0.5510204081632655,0.5217391304347826,0.5490196078431373,0.4569732937685461,0.581081081081081,0.5526315789473685,0.6612244897959184,0.6151178918169222,0.37349397590361466,0.4915254237288136,0.1428571428571428,Medium,0.0,True
0.44897959183673475,0.19130434782608696,0.568627450980392,0.7655786350148369,0.3918918918918919,0.618421052631579,0.4571428571428572,0.5589459084604727,0.24096385542168708,0.6779661016949152,0.4107142857142856,Medium,0.0,True
0.5306122448979591,0.2434782608695652,0.6078431372549019,0.8842729970326411,0.527027027027027,0.8947368421052632,0.8040816326530613,0.8037447988904489,0.5421686746987957,0.9152542372881356,0.1785714285714286,Medium,0.0,True
0.36734693877551017,0.4695652173913042,0.6274509803921569,0.4035608308605342,0.3648648648648648,0.23684210526315788,0.7755102040816327,0.6740638002773949,0.8072289156626509,0.423728813559322,0.125,Medium,0.0,True
0.4897959183673468,0.417391304347826,0.3529411764705882,0.741839762611276,0.5540540540540541,0.6578947368421052,0.8081632653061226,0.7350901525658884,0.3614457831325306,0.44067796610169485,0.07142857142857162,Medium,0.0,True
0.3877551020408163,0.5217391304347826,0.1764705882352941,0.23738872403560835,0.4729729729729729,0.30263157894736836,0.2938775510204082,0.39528432732316787,0.37349397590361466,0.2542372881355932,0.3214285714285714,Medium,0.0,True
0.36734693877551017,0.27826086956521734,0.6274509803921569,0.02373887240356084,0.2432432432432432,0.381578947368421,0.34285714285714286,0.12898751733703762,0.5301204819277112,0.22033898305084743,0.6964285714285716,Medium,0.0,True
0.4693877551020409,0.9391304347826085,0.23529411764705882,0.05341246290801189,0.7162162162162161,0.06578947368421052,0.17959183673469387,0.5339805825242792,0.33734939759036164,0.6271186440677965,0.1607142857142858,Medium,0.0,False
0.7551020408163267,0.4521739130434782,0.7058823529411764,0.08902077151335314,0.8513513513513512,0.2763157894736842,0.12244897959183675,0.45214979195561966,0.37349397590361466,0.9322033898305087,0.7142857142857144,Medium,0.0,False
0.34693877551020424,0.4347826086956521,0.3529411764705882,0.5459940652818992,0.43243243243243246,0.35526315789473684,0.42040816326530617,0.5686546463245605,0.5903614457831328,0.40677966101694907,0.3035714285714286,Medium,0.0,True
0.8775510204081634,0.31304347826086953,0.5490196078431373,0.36201780415430274,0.2702702702702703,0.24999999999999997,0.6367346938775511,0.5249653259362077,0.33734939759036164,0.4576271186440678,0.3928571428571428,Medium,0.0,True
0.7142857142857142,0.33043478260869563,0.6470588235294117,0.427299703264095,0.4054054054054054,0.618421052631579,0.8244897959183675,0.7073509015256718,0.6144578313253017,0.47457627118644075,0.1964285714285714,Medium,0.0,True
0.30612244897959195,0.33043478260869563,0.5098039215686274,0.33827893175074186,0.527027027027027,0.5921052631578947,0.6244897959183674,0.37586685159502053,0.4939759036144582,0.6271186440677965,0.4642857142857144,Medium,0.0,True
0.3877551020408163,0.2434782608695652,0.9215686274509804,0.8605341246290802,0.581081081081081,0.26315789473684215,0.5306122448979592,0.7766990291262204,0.16867469879518104,0.20338983050847448,0.1785714285714286,Medium,0.0,True
0.7755102040816328,0.12173913043478257,0.8431372549019607,0.05341246290801189,0.29729729729729726,0.19736842105263155,0.47346938775510206,0.40221914008321846,0.27710843373493965,0.288135593220339,0.3392857142857144,Medium,0.0,True
0.9591836734693879,0.7304347826086955,0.5490196078431373,0.17804154302670627,0.9864864864864865,0.039473684210526314,0.0326530612244898,0.7836338418862852,0.5903614457831328,0.4915254237288136,0.4107142857142856,Medium,0.0,False
0.9591836734693879,0.4521739130434782,0.6078431372549019,0.09495548961424335,0.8918918918918918,0.039473684210526314,0.028571428571428574,0.7350901525658884,0.5060240963855427,0.6610169491525424,0.1428571428571428,Medium,0.0,False
0.3877551020408163,0.4260869565217391,0.8431372549019607,0.4213649851632048,0.5405405405405406,0.6710526315789473,0.8612244897959185,0.5963938973647771,0.43373493975903665,0.288135593220339,0.1607142857142858,Medium,0.0,True
0.6122448979591837,0.20869565217391306,0.7450980392156862,0.7893175074183978,0.5540540540540541,0.5526315789473685,0.5061224489795919,0.7732316227461951,0.37349397590361466,0.423728813559322,0.2857142857142858,Medium,0.0,True
0.30612244897959195,0.33043478260869563,0.5098039215686274,0.4866468842729972,0.5135135135135135,0.8289473684210527,0.8897959183673471,0.6033287101248277,0.4457831325301207,0.40677966101694907,0.08928571428571441,Medium,0.0,True
0.24489795918367352,0.20869565217391306,0.4313725490196079,0.02373887240356084,0.45945945945945943,0.5657894736842105,0.3836734693877551,0.2031900138696301,0.7228915662650603,0.30508474576271183,0.535714285714286,Medium,0.0,True
0.4285714285714286,0.29565217391304344,0.411764705882353,0.599406528189911,0.9054054054054054,0.5921052631578947,0.6040816326530614,0.6449375866851739,0.3012048192771086,0.2542372881355932,0.1071428571428572,Medium,0.0,True
0.4897959183673468,0.3999999999999999,0.215686274509804,0.02373887240356084,0.44594594594594594,0.24999999999999997,0.5632653061224491,0.39112343966714036,0.3975903614457832,0.288135593220339,0.2142857142857142,Medium,0.0,True
0.7346938775510206,0.20869565217391306,0.8431372549019607,0.06528189910979229,0.41891891891891886,0.42105263157894735,0.6653061224489797,0.4438280166435504,0.3012048192771086,0.23728813559322026,0.3035714285714286,Medium,0.0,True
0.3877551020408163,0.2608695652173913,0.27450980392156865,0.6409495548961426,0.4729729729729729,0.5657894736842105,0.5102040816326532,0.5991678224688002,0.19277108433734957,0.47457627118644075,0.23214285714285698,Medium,0.0,True
0.6734693877551021,0.5913043478260869,0.215686274509804,0.08308605341246292,0.8648648648648647,0.05263157894736842,0.0489795918367347,0.679611650485441,0.5903614457831328,0.6440677966101696,0.1428571428571428,Medium,0.0,False
0.14285714285714302,0.3999999999999999,0.8039215686274509,0.14243323442136502,0.5945945945945945,0.5789473684210527,0.5632653061224491,0.39528432732316787,0.5903614457831328,0.8983050847457628,0.2857142857142858,Medium,0.0,True
0.3877551020408163,0.5043478260869564,0.3529411764705882,0.08308605341246292,0.7432432432432432,0.2763157894736842,0.4653061224489796,0.4993065187239978,0.6265060240963858,0.5254237288135594,0.1785714285714286,Medium,0.0,True
0.5102040816326532,0.417391304347826,0.4705882352941176,0.45400593471810097,0.14864864864864863,0.15789473684210525,0.4,0.4313453536754537,0.22891566265060304,0.35593220338983056,0.535714285714286,Medium,0.0,True
0.36734693877551017,0.3652173913043477,0.9019607843137254,0.43323442136498524,0.5405405405405406,0.4342105263157895,0.7591836734693879,0.5624133148405122,0.43373493975903665,0.47457627118644075,0.1964285714285714,Medium,0.0,True
0.8775510204081634,0.2869565217391304,0.6274509803921569,0.3145400593471811,0.4864864864864864,0.6578947368421052,0.6244897959183674,0.5270457697642286,0.156626506024097,0.20338983050847448,0.3214285714285714,Medium,0.0,True
0.6734693877551021,0.27826086956521734,0.588235294117647,0.05341246290801189,0.5135135135135135,0.19736842105263155,0.5020408163265307,0.5131761442441132,0.48192771084337416,0.5254237288135594,0.2857142857142858,Medium,0.0,True
0.9183673469387754,0.33043478260869563,0.5490196078431373,0.5875370919881306,0.45945945945945943,0.618421052631579,0.9061224489795919,0.6934812760055564,0.2891566265060246,0.30508474576271183,0.3571428571428572,Medium,0.0,True
0.34693877551020424,0.34782608695652173,0.7254901960784313,0.38575667655786355,0.4864864864864864,0.7631578947368421,0.8775510204081634,0.5409153952843297,0.34939759036144613,0.3728813559322034,0.1785714285714286,Medium,0.0,True
0.5102040816326532,0.27826086956521734,0.4313725490196079,0.0771513353115727,0.3108108108108108,0.368421052631579,0.35102040816326535,0.27739251040222257,0.3614457831325306,0.27118644067796616,0.4464285714285716,Medium,0.0,True
0.5306122448979591,0.2434782608695652,0.6078431372549019,0.8130563798219587,0.7297297297297297,0.6052631578947368,0.7551020408163266,0.721220527045773,0.1084337349397595,0.2542372881355932,0.1071428571428572,Medium,0.0,True
0.2857142857142856,0.27826086956521734,0.411764705882353,0.6468842729970328,0.5540540540540541,0.6447368421052632,0.5183673469387756,0.5104022191400901,0.5060240963855427,0.23728813559322026,0.4285714285714288,Medium,0.0,True
0.3265306122448979,0.19130434782608696,0.29411764705882354,0.07121661721068251,0.5405405405405406,0.4342105263157895,0.6408163265306124,0.3467406380027711,0.6144578313253017,0.4576271186440678,0.3392857142857144,Medium,0.0,True
0.061224489795918435,0.2695652173913043,0.411764705882353,0.6617210682492582,0.28378378378378377,0.42105263157894735,0.4571428571428572,0.5547850208044451,0.32530120481927716,0.4576271186440678,0.1785714285714286,Medium,0.0,True
0.3265306122448979,0.31304347826086953,0.8431372549019607,0.05341246290801189,0.581081081081081,0.42105263157894735,0.5224489795918368,0.3467406380027711,0.22891566265060304,0.6440677966101696,0.2500000000000002,Medium,0.0,True
0.24489795918367352,0.08695652173913043,0.4313725490196079,0.0771513353115727,0.5540540540540541,0.23684210526315788,0.2938775510204082,0.30513176144245335,0.7590361445783138,0.6949152542372883,0.4285714285714288,Medium,0.0,True
0.4285714285714286,0.2608695652173913,0.45098039215686275,0.6884272997032641,0.35135135135135137,0.4736842105263158,0.9387755102040818,0.7073509015256718,0.6626506024096388,0.4915254237288136,0.2500000000000002,Medium,0.0,True
0.40816326530612246,0.4521739130434782,0.7254901960784313,0.05934718100890209,0.43243243243243246,0.35526315789473684,0.44081632653061226,0.19001386962553113,0.5180722891566267,0.35593220338983056,0.75,Medium,0.0,True
0.6734693877551021,0.7652173913043477,0.37254901960784315,0.08308605341246292,0.9324324324324323,0.2236842105263158,0.21632653061224494,0.6047156726768463,0.6024096385542168,0.423728813559322,0.3214285714285714,Medium,0.0,False
0.2857142857142856,0.5739130434782608,0.15686274509803927,0.5816023738872405,0.37837837837837834,0.21052631578947367,0.4612244897959184,0.5963938973647771,0.6987951807228914,0.3728813559322034,0.2857142857142858,Medium,0.0,True
0.5918367346938775,0.4695652173913042,0.7843137254901961,0.8367952522255194,0.5135135135135135,0.4078947368421052,0.5918367346938777,0.6719833564493882,0.27710843373493965,0.5084745762711865,0.3392857142857144,Medium,0.0,True
0.4897959183673468,0.10434782608695653,0.568627450980392,0.04747774480712167,0.4054054054054054,0.2894736842105263,0.4979591836734694,0.32732316227462377,0.2048192771084345,0.7627118644067798,0.3571428571428572,Medium,0.0,True
0.20408163265306123,0.5565217391304348,0.568627450980392,0.26706231454005935,0.22972972972972971,0.19736842105263155,0.43673469387755104,0.21636615811372906,0.4578313253012052,0.7457627118644068,0.7142857142857144,Medium,0.0,True
0.6734693877551021,0.29565217391304344,0.411764705882353,0.5400593471810089,0.3648648648648648,0.17105263157894737,0.32244897959183677,0.46185852981970754,0.22891566265060304,0.22033898305084743,0.5,Medium,0.0,True
0.40816326530612246,0.5391304347826087,0.3529411764705882,0.12462908011869439,0.10810810810810811,0.26315789473684215,0.3020408163265306,0.23855755894591368,0.27710843373493965,0.23728813559322026,0.5535714285714288,Medium,0.0,True
0.34693877551020424,0.3826086956521738,0.411764705882353,0.22551928783382796,0.6216216216216216,0.19736842105263155,0.526530612244898,0.3536754507628359,0.5180722891566267,0.35593220338983056,0.6785714285714284,Medium,0.0,True
0.2857142857142856,0.4695652173913042,0.01960784313725493,0.04747774480712167,0.8108108108108109,0.26315789473684215,0.41632653061224495,0.41608876560333385,0.5180722891566267,0.4915254237288136,0.1428571428571428,Medium,0.0,True
0.34693877551020424,0.5043478260869564,0.25490196078431376,0.17210682492581605,0.7972972972972973,0.21052631578947367,0.38775510204081637,0.41608876560333385,0.27710843373493965,0.2542372881355932,0.1071428571428572,Medium,0.0,True
0.4285714285714286,0.2434782608695652,0.49019607843137253,0.33827893175074186,0.35135135135135137,0.4078947368421052,0.669387755102041,0.30513176144245335,0.5301204819277112,0.728813559322034,0.75,Medium,0.0,True
0.6326530612244898,0.20869565217391306,0.27450980392156865,0.04747774480712167,0.3648648648648648,0.30263157894736836,0.3142857142857143,0.24133148404993676,0.27710843373493965,0.38983050847457634,0.5892857142857144,Medium,0.0,True
0.3877551020408163,0.33043478260869563,0.5294117647058824,0.04747774480712167,0.44594594594594594,0.2894736842105263,0.7224489795918368,0.32940360610264463,0.5903614457831328,0.38983050847457634,0.4107142857142856,Medium,0.0,True
0.5714285714285714,0.19130434782608696,0.8431372549019607,0.07121661721068251,0.6216216216216216,0.2236842105263158,0.4244897959183674,0.4993065187239978,0.6385542168674698,0.35593220338983056,0.267857142857143,Medium,0.0,True
0.7346938775510206,0.7999999999999999,0.4313725490196079,0.0771513353115727,0.9189189189189187,0.11842105263157895,0.13877551020408163,0.721220527045773,0.7108433734939767,0.6440677966101696,0.2857142857142858,Medium,0.0,False
0.34693877551020424,0.27826086956521734,0.33333333333333337,0.397626112759644,0.8108108108108109,0.381578947368421,0.616326530612245,0.6102635228848925,0.5421686746987957,0.5084745762711865,0.125,Medium,0.0,True
0.4897959183673468,0.5043478260869564,0.4705882352941176,0.33234421364985167,0.41891891891891886,0.618421052631579,0.5428571428571429,0.19486823855756086,0.4457831325301207,0.06779661016949151,0.9285714285714284,Medium,0.0,True
0.20408163265306123,0.4869565217391303,0.29411764705882354,0.36201780415430274,0.3918918918918919,0.6447368421052632,0.653061224489796,0.4646324549237164,0.5903614457831328,0.6779661016949152,0.2857142857142858,Medium,0.0,True
0.6734693877551021,0.29565217391304344,0.7254901960784313,0.06528189910979229,0.7837837837837838,0.26315789473684215,0.17959183673469387,0.4993065187239978,0.6987951807228914,0.6271186440677965,0.625,Medium,0.0,False
0.34693877551020424,0.5391304347826087,0.29411764705882354,0.03560830860534125,0.43243243243243246,0.4342105263157895,0.5306122448979592,0.3363384188626952,0.42168674698795217,0.38983050847457634,0.3214285714285714,Medium,0.0,True
0.4693877551020409,0.13913043478260867,0.5098039215686274,0.4569732937685461,0.4864864864864864,0.4736842105263158,0.489795918367347,0.5825242718446617,0.4939759036144582,0.18644067796610175,0.1428571428571428,Medium,0.0,True
0.5306122448979591,0.417391304347826,0.37254901960784315,0.3916913946587538,0.6351351351351351,0.5921052631578947,0.7102040816326531,0.6033287101248277,0.33734939759036164,0.40677966101694907,0.07142857142857162,Medium,0.0,True
0.5510204081632655,0.13913043478260867,0.49019607843137253,0.370919881305638,0.6756756756756755,0.381578947368421,0.5102040816326532,0.5409153952843297,0.5903614457831328,0.18644067796610175,0.23214285714285698,Medium,0.0,True
0.3877551020408163,0.29565217391304344,0.49019607843137253,0.7002967359050446,0.6756756756756755,0.6578947368421052,0.7142857142857144,0.762829403606105,0.8554216867469879,0.40677966101694907,0.2500000000000002,Medium,0.0,True
0.6122448979591837,0.31304347826086953,0.4705882352941176,0.06528189910979229,0.6756756756756755,0.23684210526315788,0.1306122448979592,0.5201109570041638,0.5903614457831328,0.40677966101694907,0.4285714285714288,Medium,0.0,False
0.40816326530612246,0.27826086956521734,0.4705882352941176,0.56973293768546,0.8243243243243243,0.5526315789473685,0.706122448979592,0.6421636615811508,0.07228915662650603,0.38983050847457634,0.08928571428571441,Medium,0.0,True
0.34693877551020424,0.2608695652173913,0.6078431372549019,0.43323442136498524,0.5540540540540541,0.7631578947368421,0.5877551020408164,0.5187239944521593,0.07228915662650603,0.44067796610169485,0.1607142857142858,Medium,0.0,True
0.5102040816326532,0.19130434782608696,0.411764705882353,0.6290801186943621,0.7027027027027026,0.5789473684210527,0.5836734693877552,0.715672676837741,0.22891566265060304,0.6101694915254237,0.1607142857142858,Medium,0.0,True
0.5918367346938775,0.817391304347826,0.29411764705882354,0.09495548961424335,0.8378378378378377,0.06578947368421052,0.08979591836734695,0.6241331484049937,0.5783132530120483,0.5423728813559323,0.23214285714285698,Medium,0.0,False
0.3877551020408163,0.34782608695652173,0.7058823529411764,0.4510385756676558,0.4729729729729729,0.7631578947368421,0.7755102040816327,0.570041608876565,0.4096385542168681,0.423728813559322,0.1785714285714286,Medium,0.0,True
0.22448979591836737,0.4347826086956521,0.27450980392156865,0.9169139465875372,0.5135135135135135,0.3157894736842105,0.653061224489796,0.7073509015256718,0.34939759036144613,0.38983050847457634,0.08928571428571441,Medium,0.0,True
0.20408163265306123,0.2608695652173913,0.37254901960784315,0.43620178041543034,0.44594594594594594,0.18421052631578946,0.41632653061224495,0.5173370319001407,0.7710843373493974,0.6440677966101696,0.3392857142857144,Medium,0.0,True
0.26530612244897966,0.10434782608695653,0.215686274509804,0.2967359050445104,0.3648648648648648,0.4605263157894737,0.49387755102040815,0.4389736477115207,0.3012048192771086,0.5762711864406779,0.2500000000000002,Medium,0.0,True
0.6734693877551021,0.34782608695652173,0.4705882352941176,0.4629080118694363,0.28378378378378377,0.4342105263157895,0.4448979591836735,0.3134535367545084,0.156626506024097,0.32203389830508466,0.6964285714285716,Medium,0.0,True
0.5306122448979591,0.34782608695652173,0.568627450980392,0.05934718100890209,0.608108108108108,0.381578947368421,0.5795918367346939,0.3037447988904347,0.4578313253012052,0.40677966101694907,0.4107142857142856,Medium,0.0,True
0.6938775510204083,0.3999999999999999,0.3529411764705882,0.05934718100890209,0.3108108108108108,0.10526315789473684,0.24897959183673468,0.3467406380027711,0.33734939759036164,0.40677966101694907,0.375,Medium,0.0,True
0.5510204081632655,0.34782608695652173,0.37254901960784315,0.6706231454005936,0.5945945945945945,0.30263157894736836,0.5795918367346939,0.7073509015256718,0.3614457831325306,0.6610169491525424,0.1428571428571428,Medium,0.0,True
0.7142857142857142,0.4521739130434782,0.45098039215686275,0.2729970326409496,0.9054054054054054,0.2236842105263158,0.35102040816326535,0.27600554785021814,0.18072289156626553,0.27118644067796616,0.7321428571428572,Medium,0.0,True
0.4693877551020409,0.15652173913043477,0.6078431372549019,0.30267062314540066,0.21621621621621623,0.35526315789473684,0.4285714285714286,0.4438280166435504,0.48192771084337416,0.44067796610169485,0.4285714285714288,Medium,0.0,True
0.18367346938775508,0.2869565217391304,0.37254901960784315,0.5400593471810089,0.3108108108108108,0.13157894736842105,0.2530612244897959,0.4576976421636658,0.6144578313253017,0.18644067796610175,0.375,Medium,0.0,True
0.34693877551020424,0.33043478260869563,0.45098039215686275,0.19584569732937687,0.33783783783783783,0.7894736842105263,0.5469387755102042,0.34466019417476446,0.3614457831325306,0.6101694915254237,0.4821428571428572,Medium,0.0,True
0.5102040816326532,0.608695652173913,0.3529411764705882,0.36201780415430274,0.6621621621621622,0.5,0.6408163265306124,0.5270457697642286,0.48192771084337416,0.30508474576271183,0.267857142857143,Medium,0.0,True
0.6122448979591837,0.5391304347826087,0.8431372549019607,0.4213649851632048,0.3648648648648648,0.11842105263157895,0.4244897959183674,0.6380027739251091,0.6385542168674698,0.8983050847457628,0.2857142857142858,Medium,0.0,True
0.5510204081632655,0.31304347826086953,0.49019607843137253,0.41543026706231456,0.5135135135135135,0.6578947368421052,0.6979591836734695,0.6102635228848925,0.3975903614457832,0.3728813559322034,0.08928571428571441,Medium,0.0,True
0.6122448979591837,0.34782608695652173,0.45098039215686275,0.3738872403560832,0.43243243243243246,0.35526315789473684,0.6408163265306124,0.5409153952843297,0.7710843373493974,0.6271186440677965,0.375,Medium,0.0,True
0.5306122448979591,0.4521739130434782,0.4705882352941176,0.5222551928783383,0.6486486486486486,0.42105263157894735,0.7020408163265307,0.5644937586685188,0.42168674698795217,0.35593220338983056,0.3571428571428572,Medium,0.0,True
0.5714285714285714,0.417391304347826,0.8431372549019607,0.06528189910979229,0.29729729729729726,0.5526315789473685,0.42040816326530617,0.2219140083217752,0.32530120481927716,0.38983050847457634,0.7321428571428572,Medium,0.0,True
0.10204081632653073,0.27826086956521734,0.1764705882352941,0.38575667655786355,0.45945945945945943,0.39473684210526316,0.5224489795918368,0.442441054091546,0.5301204819277112,0.423728813559322,0.267857142857143,Medium,0.0,True
0.9795918367346941,0.5913043478260869,0.6862745098039215,0.10089020771513355,0.33783783783783783,0.26315789473684215,0.5673469387755103,0.5339805825242792,0.3132530120481931,0.4915254237288136,0.4642857142857144,Medium,0.0,True
0.34693877551020424,0.08695652173913043,0.4313725490196079,0.017804154302670634,0.4864864864864864,0.39473684210526316,0.3306122448979592,0.30166435506241385,0.8072289156626509,0.4915254237288136,0.5,Medium,0.0,True
0.7142857142857142,0.2434782608695652,0.8431372549019607,0.5341246290801187,0.37837837837837834,0.6710526315789473,0.6040816326530614,0.5339805825242792,0.2650602409638556,0.1694915254237288,0.3928571428571428,Medium,0.0,True
0.4897959183673468,0.6608695652173913,0.15686274509803927,0.13056379821958458,0.9054054054054054,0.17105263157894737,0.12653061224489798,0.6130374479889156,0.6746987951807233,0.44067796610169485,0.4107142857142856,Medium,0.0,False
0.34693877551020424,0.2434782608695652,0.8431372549019607,0.40949554896142437,0.608108108108108,0.5263157894736842,0.5918367346938777,0.5131761442441132,0.5662650602409642,0.4915254237288136,0.3035714285714286,Medium,0.0,True
0.8367346938775513,0.27826086956521734,0.9411764705882353,0.11275964391691395,0.9999999999999999,0.30263157894736836,0.20816326530612245,0.7558945908460544,0.7108433734939767,0.5254237288135594,0.1428571428571428,Medium,0.0,False
